user_id,archetype,preferred_categories,issue_count,pr_count,push_count,repo_diversity,collab_density,label_diversity,sprint_velocity,recency_weight
u02847,ml_researcher,"Research,Open Source",7,3,11,4,0.336,4,2,0.683
u02848,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",14,6,6,14,0.836,11,15,0.934
u02849,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,26,82,7,0.521,6,6,0.65
u02850,scrum_team_member,"Agile/Scrum,Release Management",35,22,43,10,0.629,9,18,0.994
u02851,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",17,7,27,4,0.904,9,21,0.951
u02852,scrum_team_member,"Agile/Scrum,Release Management",59,21,97,7,0.845,19,14,0.982
u02853,kanban_ops,"Kanban,Customer Support,Bug Triage",10,4,9,5,0.737,8,5,0.868
u02854,kanban_ops,"Kanban,Customer Support,Bug Triage",7,5,9,7,0.554,9,3,0.656
u02855,kanban_ops,"Kanban,Customer Support,Bug Triage",13,13,12,7,0.684,7,2,0.711
u02856,solo_hacker,"Kanban,Open Source,Research",4,5,9,10,0.105,2,5,0.386
u02857,scrum_team_member,"Agile/Scrum,Release Management",68,15,76,4,0.553,3,5,0.798
u02858,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",14,16,40,3,0.785,13,23,0.799
u02859,kanban_ops,"Kanban,Customer Support,Bug Triage",26,8,7,3,0.419,15,5,0.765
u02860,kanban_ops,"Kanban,Customer Support,Bug Triage",25,2,6,3,0.65,14,6,0.618
u02861,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",11,22,45,24,0.618,10,11,0.657
u02862,ml_researcher,"Research,Open Source",9,13,53,4,0.222,3,1,0.414
u02863,scrum_team_member,"Agile/Scrum,Release Management",51,17,68,9,0.62,5,7,0.948
u02864,kanban_ops,"Kanban,Customer Support,Bug Triage",10,3,12,3,0.482,4,5,0.617
u02865,scrum_team_member,"Agile/Scrum,Release Management",22,36,86,5,0.615,14,5,0.849
u02866,kanban_ops,"Kanban,Customer Support,Bug Triage",15,6,13,4,0.581,5,8,0.781
u02867,solo_hacker,"Kanban,Open Source,Research",4,1,28,8,0.116,4,4,0.72
u02868,oss_contributor,"Open Source,Research",52,17,53,103,0.482,4,1,0.559
u02869,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",41,11,14,5,0.907,13,9,0.997
u02870,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",56,5,6,8,0.937,23,8,0.602
u02871,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",27,2,4,6,0.604,13,17,0.738
u02872,solo_hacker,"Kanban,Open Source,Research",2,3,49,16,0.284,6,3,0.504
u02873,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",53,3,5,5,0.664,14,21,0.695
u02874,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",19,15,48,47,0.691,5,5,0.663
u02875,ml_researcher,"Research,Open Source",18,12,31,4,0.261,4,3,0.541
u02876,oss_contributor,"Open Source,Research",4,32,19,47,0.211,3,5,0.536
u02877,solo_hacker,"Kanban,Open Source,Research",15,7,18,9,0.18,3,4,0.556
u02878,oss_contributor,"Open Source,Research",22,119,12,23,0.334,9,1,0.839
u02879,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,50,99,18,0.317,5,11,0.977
u02880,scrum_team_member,"Agile/Scrum,Release Management",16,16,56,5,0.802,10,4,0.782
u02881,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,19,25,14,0.619,7,21,0.625
u02882,kanban_ops,"Kanban,Customer Support,Bug Triage",12,4,39,4,0.673,5,5,0.554
u02883,solo_hacker,"Kanban,Open Source,Research",3,8,16,25,0.219,5,3,0.594
u02884,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",132,1,5,2,0.668,10,12,0.625
u02885,scrum_team_member,"Agile/Scrum,Release Management",24,8,37,12,0.786,3,10,0.674
u02886,solo_hacker,"Kanban,Open Source,Research",1,3,66,9,0.287,1,3,0.655
u02887,oss_contributor,"Open Source,Research",3,135,24,29,0.35,2,5,0.856
u02888,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",30,4,2,7,0.773,20,14,0.69
u02889,solo_hacker,"Kanban,Open Source,Research",1,4,30,13,0.05,2,8,0.449
u02890,solo_hacker,"Kanban,Open Source,Research",5,2,41,36,0.277,2,2,0.493
u02891,scrum_team_member,"Agile/Scrum,Release Management",51,5,50,12,0.782,4,10,0.846
u02892,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",9,14,17,8,0.906,9,9,0.884
u02893,kanban_ops,"Kanban,Customer Support,Bug Triage",17,5,12,1,0.554,9,4,0.9
u02894,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",65,6,10,12,0.648,10,11,0.608
u02895,solo_hacker,"Kanban,Open Source,Research",1,4,11,19,0.123,5,6,0.592
u02896,scrum_team_member,"Agile/Scrum,Release Management",64,7,163,7,0.568,4,14,0.975
u02897,solo_hacker,"Kanban,Open Source,Research",7,1,42,12,0.1,3,3,0.369
u02898,kanban_ops,"Kanban,Customer Support,Bug Triage",20,5,10,3,0.744,9,4,0.874
u02899,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",210,3,3,2,0.773,22,11,0.862
u02900,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",49,3,10,7,0.905,18,14,0.946
u02901,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",5,15,31,26,0.353,18,9,0.928
u02902,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",38,3,12,6,0.609,18,13,0.597
u02903,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",49,1,4,10,0.7,30,13,0.578
u02904,scrum_team_member,"Agile/Scrum,Release Management",29,22,30,9,0.836,6,7,0.662
u02905,ml_researcher,"Research,Open Source",4,8,46,4,0.495,8,2,0.779
u02906,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",107,7,5,6,0.617,16,11,0.931
u02907,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",61,5,12,5,0.727,9,13,0.906
u02908,solo_hacker,"Kanban,Open Source,Research",23,5,37,12,0.287,3,7,0.391
u02909,scrum_team_member,"Agile/Scrum,Release Management",48,13,74,4,0.602,6,8,0.869
u02910,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",15,10,21,5,0.971,15,24,0.78
u02911,solo_hacker,"Kanban,Open Source,Research",2,1,9,13,0.182,4,16,0.242
u02912,ml_researcher,"Research,Open Source",7,8,29,4,0.23,4,4,0.447
u02913,ml_researcher,"Research,Open Source",2,3,25,8,0.365,3,5,0.661
u02914,kanban_ops,"Kanban,Customer Support,Bug Triage",35,5,8,4,0.672,7,9,0.843
u02915,solo_hacker,"Kanban,Open Source,Research",2,3,32,9,0.123,4,2,0.486
u02916,solo_hacker,"Kanban,Open Source,Research",4,2,27,8,0.281,3,3,0.387
u02917,oss_contributor,"Open Source,Research",4,82,50,34,0.393,3,3,0.564
u02918,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",22,46,34,23,0.4,5,5,0.856
u02919,oss_contributor,"Open Source,Research",16,17,13,15,0.389,4,2,0.64
u02920,scrum_team_member,"Agile/Scrum,Release Management",16,10,129,7,0.508,5,17,0.626
u02921,kanban_ops,"Kanban,Customer Support,Bug Triage",14,3,13,3,0.528,5,6,0.58
u02922,kanban_ops,"Kanban,Customer Support,Bug Triage",41,2,23,2,0.416,11,5,0.794
u02923,oss_contributor,"Open Source,Research",3,10,27,26,0.419,2,5,0.87
u02924,scrum_team_member,"Agile/Scrum,Release Management",35,27,19,4,0.854,3,9,0.606
u02925,solo_hacker,"Kanban,Open Source,Research",1,3,7,11,0.03,2,3,0.455
u02926,kanban_ops,"Kanban,Customer Support,Bug Triage",28,6,12,4,0.458,5,5,0.645
u02927,scrum_team_member,"Agile/Scrum,Release Management",49,40,70,6,0.519,3,12,0.797
u02928,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",52,4,3,4,0.947,36,6,0.913
u02929,solo_hacker,"Kanban,Open Source,Research",3,1,58,12,0.123,1,2,0.261
u02930,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",53,7,5,11,0.676,33,15,0.837
u02931,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",5,33,33,17,0.496,8,6,0.71
u02932,scrum_team_member,"Agile/Scrum,Release Management",29,4,52,6,0.544,3,9,0.773
u02933,ml_researcher,"Research,Open Source",4,6,25,3,0.404,5,4,0.542
u02934,solo_hacker,"Kanban,Open Source,Research",3,2,18,10,0.296,2,3,0.575
u02935,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",27,3,3,7,0.821,22,10,0.847
u02936,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",18,3,6,5,0.74,9,22,0.938
u02937,solo_hacker,"Kanban,Open Source,Research",5,1,73,8,0.177,3,13,0.667
u02938,solo_hacker,"Kanban,Open Source,Research",4,2,31,6,0.058,3,5,0.703
u02939,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,22,71,45,0.496,4,5,0.751
u02940,solo_hacker,"Kanban,Open Source,Research",3,2,28,13,0.098,3,8,0.296
u02941,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,28,38,30,0.328,10,6,0.85
u02942,scrum_team_member,"Agile/Scrum,Release Management",23,14,110,12,0.867,6,8,0.846
u02943,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",3,32,92,23,0.448,9,6,0.716
u02944,scrum_team_member,"Agile/Scrum,Release Management",26,10,40,12,0.69,3,11,0.661
u02945,scrum_team_member,"Agile/Scrum,Release Management",37,13,59,6,0.811,2,7,0.886
u02946,solo_hacker,"Kanban,Open Source,Research",3,3,44,18,0.196,2,3,0.201
u02947,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",50,3,3,7,0.986,25,9,0.979
u02948,solo_hacker,"Kanban,Open Source,Research",11,5,93,9,0.104,4,10,0.599
u02949,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",14,21,16,6,0.888,14,8,0.957
u02950,scrum_team_member,"Agile/Scrum,Release Management",27,19,31,5,0.723,2,9,0.898
u02951,solo_hacker,"Kanban,Open Source,Research",2,2,37,14,0.063,7,12,0.315
u02952,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",20,6,12,5,0.961,13,21,0.884
u02953,solo_hacker,"Kanban,Open Source,Research",3,3,22,6,0.042,4,2,0.715
u02954,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",101,7,12,8,0.987,9,12,0.615
u02955,kanban_ops,"Kanban,Customer Support,Bug Triage",22,13,22,4,0.676,8,3,0.505
u02956,ml_researcher,"Research,Open Source",9,5,24,4,0.325,2,2,0.43
u02957,scrum_team_member,"Agile/Scrum,Release Management",61,43,29,7,0.586,6,14,0.696
u02958,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,51,110,18,0.482,17,6,0.629
u02959,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",22,6,20,3,0.964,9,32,0.923
u02960,scrum_team_member,"Agile/Scrum,Release Management",18,28,46,4,0.624,4,16,0.959
u02961,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",84,1,8,10,0.742,8,13,0.735
u02962,solo_hacker,"Kanban,Open Source,Research",6,6,37,60,0.144,1,4,0.715
u02963,solo_hacker,"Kanban,Open Source,Research",3,1,11,21,0.031,3,6,0.586
u02964,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,22,47,25,0.684,9,9,0.724
u02965,solo_hacker,"Kanban,Open Source,Research",3,3,15,5,0.13,2,2,0.206
u02966,solo_hacker,"Kanban,Open Source,Research",18,2,20,4,0.193,2,3,0.789
u02967,scrum_team_member,"Agile/Scrum,Release Management",30,11,20,10,0.858,7,13,0.626
u02968,ml_researcher,"Research,Open Source",5,7,28,2,0.396,4,2,0.751
u02969,solo_hacker,"Kanban,Open Source,Research",13,3,13,12,0.167,2,3,0.272
u02970,solo_hacker,"Kanban,Open Source,Research",4,3,78,10,0.129,5,5,0.204
u02971,kanban_ops,"Kanban,Customer Support,Bug Triage",98,10,17,2,0.562,12,6,0.515
u02972,ml_researcher,"Research,Open Source",5,10,33,6,0.292,3,3,0.791
u02973,solo_hacker,"Kanban,Open Source,Research",4,2,81,19,0.105,5,4,0.384
u02974,scrum_team_member,"Agile/Scrum,Release Management",25,24,38,8,0.512,3,10,0.959
u02975,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",53,2,4,10,0.901,12,16,0.872
u02976,kanban_ops,"Kanban,Customer Support,Bug Triage",8,7,12,7,0.671,5,6,0.852
u02977,solo_hacker,"Kanban,Open Source,Research",8,4,33,12,0.042,3,6,0.755
u02978,scrum_team_member,"Agile/Scrum,Release Management",42,15,38,6,0.508,9,6,0.776
u02979,solo_hacker,"Kanban,Open Source,Research",3,4,99,12,0.211,6,6,0.206
u02980,scrum_team_member,"Agile/Scrum,Release Management",51,31,37,5,0.696,5,9,0.888
u02981,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",28,19,17,5,0.744,14,11,0.806
u02982,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",27,12,12,6,0.845,10,25,0.755
u02983,solo_hacker,"Kanban,Open Source,Research",2,1,28,28,0.12,5,2,0.419
u02984,oss_contributor,"Open Source,Research",7,84,14,53,0.306,6,2,0.737
u02985,kanban_ops,"Kanban,Customer Support,Bug Triage",20,4,34,2,0.523,6,2,0.864
u02986,kanban_ops,"Kanban,Customer Support,Bug Triage",18,8,11,2,0.562,8,4,0.779
u02987,scrum_team_member,"Agile/Scrum,Release Management",49,8,43,3,0.691,13,5,0.743
u02988,kanban_ops,"Kanban,Customer Support,Bug Triage",16,5,13,2,0.677,6,6,0.567
u02989,scrum_team_member,"Agile/Scrum,Release Management",25,11,28,6,0.882,10,13,0.889
u02990,scrum_team_member,"Agile/Scrum,Release Management",57,11,69,9,0.766,3,8,0.918
u02991,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",4,16,26,18,0.543,13,10,0.622
u02992,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",55,2,2,3,0.614,23,14,0.541
u02993,solo_hacker,"Kanban,Open Source,Research",7,3,89,8,0.28,3,10,0.269
u02994,solo_hacker,"Kanban,Open Source,Research",2,4,32,12,0.019,1,4,0.489
u02995,oss_contributor,"Open Source,Research",3,41,10,32,0.218,4,2,0.891
u02996,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",5,22,40,15,0.424,3,8,0.67
u02997,ml_researcher,"Research,Open Source",6,9,6,5,0.449,1,2,0.577
u02998,scrum_team_member,"Agile/Scrum,Release Management",35,30,96,5,0.898,3,9,0.604
u02999,oss_contributor,"Open Source,Research",5,8,26,8,0.404,3,1,0.787
u03000,solo_hacker,"Kanban,Open Source,Research",7,2,14,14,0.199,1,5,0.623
u03001,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",33,13,17,3,0.725,23,11,0.875
u03002,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",11,15,16,6,0.966,12,26,0.884
u03003,scrum_team_member,"Agile/Scrum,Release Management",27,9,56,5,0.652,5,8,0.947
u03004,scrum_team_member,"Agile/Scrum,Release Management",43,24,63,4,0.563,5,13,0.791
u03005,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",47,3,4,5,0.931,14,18,0.936
u03006,kanban_ops,"Kanban,Customer Support,Bug Triage",45,4,7,4,0.472,5,4,0.66
u03007,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,24,44,28,0.486,4,16,0.868
u03008,solo_hacker,"Kanban,Open Source,Research",7,3,58,8,0.176,2,3,0.636
u03009,scrum_team_member,"Agile/Scrum,Release Management",65,33,27,4,0.751,3,9,0.931
u03010,scrum_team_member,"Agile/Scrum,Release Management",104,11,43,9,0.564,5,5,0.737
u03011,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",18,21,95,19,0.684,9,9,0.653
u03012,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",55,10,3,6,0.604,11,11,0.987
u03013,ml_researcher,"Research,Open Source",3,8,16,5,0.36,2,1,0.431
u03014,solo_hacker,"Kanban,Open Source,Research",18,5,36,20,0.123,4,7,0.437
u03015,scrum_team_member,"Agile/Scrum,Release Management",13,16,26,4,0.515,4,12,0.793
u03016,ml_researcher,"Research,Open Source",6,5,33,3,0.29,5,7,0.467
u03017,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",31,30,9,2,0.709,11,9,0.819
u03018,oss_contributor,"Open Source,Research",5,111,13,30,0.207,3,4,0.74
u03019,scrum_team_member,"Agile/Scrum,Release Management",15,31,58,5,0.68,4,8,0.905
u03020,solo_hacker,"Kanban,Open Source,Research",21,1,20,17,0.095,5,2,0.454
u03021,scrum_team_member,"Agile/Scrum,Release Management",52,10,24,7,0.603,5,23,0.721
u03022,solo_hacker,"Kanban,Open Source,Research",6,3,43,8,0.298,5,9,0.615
u03023,scrum_team_member,"Agile/Scrum,Release Management",34,9,53,6,0.626,3,8,0.899
u03024,scrum_team_member,"Agile/Scrum,Release Management",56,10,50,6,0.787,2,3,0.845
u03025,kanban_ops,"Kanban,Customer Support,Bug Triage",15,15,18,6,0.436,9,3,0.647
u03026,kanban_ops,"Kanban,Customer Support,Bug Triage",65,17,12,4,0.68,8,7,0.549
u03027,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",17,49,16,5,0.813,12,21,0.808
u03028,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",21,3,3,6,0.977,8,10,0.552
u03029,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",75,2,5,6,0.924,18,7,0.898
u03030,kanban_ops,"Kanban,Customer Support,Bug Triage",10,6,11,5,0.631,6,6,0.889
u03031,kanban_ops,"Kanban,Customer Support,Bug Triage",17,6,5,5,0.755,10,7,0.573
u03032,kanban_ops,"Kanban,Customer Support,Bug Triage",22,6,8,3,0.429,7,7,0.746
u03033,scrum_team_member,"Agile/Scrum,Release Management",65,38,28,7,0.735,6,8,0.714
u03034,ml_researcher,"Research,Open Source",5,4,64,4,0.22,6,2,0.689
u03035,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",61,7,8,8,0.615,28,12,0.959
u03036,scrum_team_member,"Agile/Scrum,Release Management",11,9,67,3,0.837,3,10,0.878
u03037,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",6,9,102,23,0.461,4,10,0.738
u03038,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,25,54,20,0.644,7,3,0.85
u03039,kanban_ops,"Kanban,Customer Support,Bug Triage",28,12,8,2,0.581,4,7,0.723
u03040,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",6,17,30,4,0.931,19,18,0.784
u03041,ml_researcher,"Research,Open Source",2,3,10,6,0.463,4,3,0.721
u03042,kanban_ops,"Kanban,Customer Support,Bug Triage",10,9,8,3,0.41,5,6,0.831
u03043,scrum_team_member,"Agile/Scrum,Release Management",22,13,58,7,0.863,3,10,0.815
u03044,scrum_team_member,"Agile/Scrum,Release Management",25,19,34,8,0.607,3,12,0.995
u03045,kanban_ops,"Kanban,Customer Support,Bug Triage",32,4,17,4,0.536,9,4,0.71
u03046,scrum_team_member,"Agile/Scrum,Release Management",15,20,54,5,0.811,4,7,0.943
u03047,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",34,3,5,4,0.998,18,12,0.766
u03048,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,35,63,18,0.598,9,5,0.835
u03049,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,30,81,8,0.531,4,4,0.892
u03050,oss_contributor,"Open Source,Research",6,38,13,23,0.512,2,6,0.642
u03051,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",18,29,29,2,0.878,13,14,0.964
u03052,scrum_team_member,"Agile/Scrum,Release Management",34,26,75,5,0.638,10,7,0.901
u03053,ml_researcher,"Research,Open Source",4,5,45,3,0.256,4,4,0.67
u03054,kanban_ops,"Kanban,Customer Support,Bug Triage",13,6,10,4,0.578,10,6,0.62
u03055,solo_hacker,"Kanban,Open Source,Research",4,4,14,8,0.264,4,2,0.657
u03056,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,28,88,21,0.537,3,8,0.948
u03057,oss_contributor,"Open Source,Research",7,27,13,54,0.205,6,6,0.873
u03058,kanban_ops,"Kanban,Customer Support,Bug Triage",14,5,7,4,0.602,21,3,0.77
u03059,oss_contributor,"Open Source,Research",8,69,46,28,0.385,4,2,0.344
u03060,kanban_ops,"Kanban,Customer Support,Bug Triage",25,2,16,2,0.722,7,2,0.696
u03061,kanban_ops,"Kanban,Customer Support,Bug Triage",6,5,6,2,0.689,5,3,0.747
u03062,scrum_team_member,"Agile/Scrum,Release Management",31,11,44,6,0.723,7,9,0.751
u03063,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",36,2,6,8,0.814,17,10,0.923
u03064,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",20,5,36,4,0.716,15,19,0.885
u03065,scrum_team_member,"Agile/Scrum,Release Management",29,27,14,10,0.521,6,16,0.687
u03066,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,49,109,49,0.404,5,10,0.653
u03067,ml_researcher,"Research,Open Source",4,8,28,5,0.21,5,1,0.766
u03068,solo_hacker,"Kanban,Open Source,Research",6,2,12,10,0.28,2,1,0.343
u03069,ml_researcher,"Research,Open Source",3,12,40,4,0.327,5,2,0.72
u03070,ml_researcher,"Research,Open Source",3,10,68,3,0.469,3,5,0.693
u03071,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",78,3,7,11,0.644,13,8,0.741
u03072,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",29,3,5,7,0.674,13,7,0.971
u03073,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",29,14,34,15,0.442,19,5,0.844
u03074,ml_researcher,"Research,Open Source",6,7,20,6,0.355,3,3,0.714
u03075,solo_hacker,"Kanban,Open Source,Research",3,3,80,34,0.145,3,5,0.218
u03076,oss_contributor,"Open Source,Research",15,28,21,38,0.297,6,2,0.769
u03077,solo_hacker,"Kanban,Open Source,Research",7,5,10,9,0.094,2,13,0.534
u03078,oss_contributor,"Open Source,Research",16,132,5,19,0.34,2,14,0.302
u03079,scrum_team_member,"Agile/Scrum,Release Management",31,34,50,8,0.707,5,6,0.881
u03080,solo_hacker,"Kanban,Open Source,Research",8,1,78,15,0.222,4,5,0.699
u03081,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",65,3,3,6,0.651,20,10,0.821
u03082,oss_contributor,"Open Source,Research",7,23,10,30,0.265,3,2,0.811
u03083,solo_hacker,"Kanban,Open Source,Research",3,7,42,12,0.132,2,2,0.365
u03084,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",68,3,5,10,0.934,17,13,0.806
u03085,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",7,17,21,5,0.938,16,12,0.851
u03086,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",11,10,16,3,0.955,11,25,0.957
u03087,scrum_team_member,"Agile/Scrum,Release Management",47,17,64,9,0.847,5,16,0.745
u03088,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",35,6,5,7,0.737,13,6,0.716
u03089,scrum_team_member,"Agile/Scrum,Release Management",21,14,68,4,0.84,2,11,0.955
u03090,solo_hacker,"Kanban,Open Source,Research",5,5,18,16,0.087,4,6,0.292
u03091,solo_hacker,"Kanban,Open Source,Research",5,1,26,41,0.043,2,3,0.576
u03092,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",45,6,5,9,0.976,14,8,0.858
u03093,scrum_team_member,"Agile/Scrum,Release Management",42,24,65,5,0.531,4,12,0.957
u03094,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",14,22,103,29,0.39,8,9,0.836
u03095,solo_hacker,"Kanban,Open Source,Research",4,4,46,12,0.22,1,2,0.703
u03096,oss_contributor,"Open Source,Research",4,97,18,103,0.244,4,5,0.539
u03097,solo_hacker,"Kanban,Open Source,Research",1,3,42,26,0.185,2,7,0.56
u03098,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",42,4,11,4,0.805,6,28,0.735
u03099,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",33,7,3,17,0.991,15,6,0.68
u03100,kanban_ops,"Kanban,Customer Support,Bug Triage",38,3,8,6,0.568,7,5,0.833
u03101,solo_hacker,"Kanban,Open Source,Research",4,2,31,8,0.068,1,7,0.629
u03102,solo_hacker,"Kanban,Open Source,Research",18,2,68,14,0.226,5,10,0.523
u03103,scrum_team_member,"Agile/Scrum,Release Management",64,18,29,11,0.696,4,8,0.957
u03104,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",6,21,50,24,0.43,6,5,0.754
u03105,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",30,71,82,35,0.684,6,25,0.681
u03106,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",16,33,43,7,0.575,6,10,0.724
u03107,kanban_ops,"Kanban,Customer Support,Bug Triage",38,7,18,4,0.436,4,3,0.744
u03108,oss_contributor,"Open Source,Research",10,13,36,26,0.235,10,5,0.326
u03109,solo_hacker,"Kanban,Open Source,Research",2,1,34,7,0.089,5,7,0.589
u03110,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",103,3,3,8,0.939,24,14,0.522
u03111,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",29,22,16,4,0.901,12,8,0.879
u03112,oss_contributor,"Open Source,Research",7,38,24,40,0.255,7,8,0.842
u03113,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,45,45,25,0.469,3,8,0.909
u03114,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,16,63,20,0.577,5,8,0.626
u03115,scrum_team_member,"Agile/Scrum,Release Management",51,31,26,9,0.695,5,9,0.604
u03116,ml_researcher,"Research,Open Source",9,6,27,3,0.352,3,2,0.786
u03117,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",25,4,4,4,0.601,14,4,0.505
u03118,solo_hacker,"Kanban,Open Source,Research",3,2,46,22,0.055,2,5,0.775
u03119,solo_hacker,"Kanban,Open Source,Research",8,1,20,12,0.21,4,9,0.42
u03120,ml_researcher,"Research,Open Source",2,12,53,2,0.298,5,3,0.865
u03121,scrum_team_member,"Agile/Scrum,Release Management",52,17,45,7,0.893,8,21,0.725
u03122,kanban_ops,"Kanban,Customer Support,Bug Triage",7,7,7,4,0.706,4,9,0.564
u03123,ml_researcher,"Research,Open Source",11,7,28,2,0.223,1,1,0.797
u03124,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,72,81,30,0.631,9,16,0.707
u03125,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,26,26,37,0.344,3,11,0.936
u03126,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,22,84,22,0.378,13,18,0.637
u03127,oss_contributor,"Open Source,Research",8,33,11,27,0.406,5,1,0.891
u03128,ml_researcher,"Research,Open Source",3,12,40,9,0.2,5,4,0.581
u03129,scrum_team_member,"Agile/Scrum,Release Management",42,6,138,5,0.715,5,6,0.612
u03130,kanban_ops,"Kanban,Customer Support,Bug Triage",18,5,18,3,0.405,3,6,0.531
u03131,scrum_team_member,"Agile/Scrum,Release Management",74,19,50,9,0.694,4,11,0.62
u03132,ml_researcher,"Research,Open Source",3,5,23,5,0.233,3,1,0.606
u03133,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",6,18,21,4,0.962,14,11,0.963
